texto,sentimiento
"«La Junta Directiva del Banco de la República decidió por mayoría incrementar en 100 puntos básicos la tasa de interés de política monetaria a 11,25 %», decisión que tuvo el apoyo de cuatro de sus miembros, mientras que dos votaron por una reducción de 50 puntos y uno por mantenerla inalterada, señala el comunicado leído por el gerente general de la entidad, Leonardo Villar.",neutral
"La decisión fue tomada porque la inflación de enero (5,4 %) y la de febrero (5,3 %) estuvo «por encima del nivel observado al cierre de 2025», cuando fue del 5,1 %, agrega el comunicado.",negativo
"«Las expectativas de inflación total continúan elevadas, aunque muestran un descenso marginal», indica el texto, según el cual los analistas pronostican para finales de este año un IPC del 6,3 %, «mientras que para fin de 2027 se mantienen en 4,8 %».",negativo
"IncertidumbreSegún el Banco de la República, «la guerra en Irán compromete el crecimiento y la estabilidad de la economía mundial», pero «sus efectos para la economía colombiana serían mixtos» porque de una parte mejoraría las cuentas del Gobierno por la subida del precio del petróleo, del cual el país andino es exportador.",negativo
"«Consideramos que esta propuesta presentada por estos cuatro miembros de la Junta Directiva del Banco de la República afecta de manera sensible y sostenida el esfuerzo de mantener la senda del crecimiento económico que se ha venido dando en el país», manifestó Ávila en una rueda de prensa.",negativo
"Según el ministro, la propuesta de subir la tasa de interés de referencia al 11,25 % es contraria a la realidad económica del país y consideró «un despropósito» plantear el alza de los tipos en un momento complicado para la economía mundial por la guerra en Irán.",negativo
"IndependenciaTanto Ávila como el presidente colombiano, Gustavo Petro, reclaman al Banco de la República una política monetaria más flexible, pero según dijo hoy el ministro, esa entidad, que es independiente, «pretende defender unos intereses particulares», en especial del sector bancario, «haciendo abstracción de la economía colombiana».",neutral
"Valladolid (EFE).- La vivienda se encareció un 12,3 por ciento en Castilla y León en el primer trimestre del año respecto al mismo periodo del 2025, y un 4,9 por ciento respecto al trimestre anterior, con un precio medio de 1.343 euros por metro cuadrado, según las tasaciones realizadas por la empresa de valoración inmobiliaria Tinsa by Accumin.",positivo
"Zamora fue la única provincia de España donde el precio medio de la vivienda se abarató en ese primer trimestre, con una caída del 3,8 por ciento.",negativo
"Por capitales, sólo Palencia anotó un valor inferior por metro cuadrado al del primer trimestre del 2025, con una caída del uno por ciento.",negativo
"De las 19 comunidades y ciudades autónomas, 14 registraron variaciones interanuales nominales superiores al 10 %, frente a las 11 de trimestre anterior.",negativo
"Por comunidades, los mayores crecimientos en el primer trimestre del año respecto al mismo periodo del anterior los anotaron la Comunidad de Madrid (19,2 %); Comunidad Valenciana (19,1 %); Castilla-La Mancha (18,8 %); Canarias (17,8 %); Cantabria (16,2 %); Murcia (16 %) e Islas Baleares (15,5 %).",positivo
"Según apunta Tinsa, la demanda de vivienda se mantiene en niveles robustos pese a la caída interanual de las compraventas en enero y mantiene una tendencia hacia una estabilización de las transacciones.",neutral
"No obstante, el conflicto de Oriente Medio introduce un factor de incertidumbre para los próximos meses ante la posible afectación en la tasa de inflación y en los tipos de interés, la pérdida de poder adquisitivo y el mayor coste hipotecario.",negativo
Este rediseño busca redistribuir la demanda y mejorar la eficiencia en una de las líneas transversales más relevantes.,neutral
"«El ajuste temporal bajo demanda puede utilizarse como una estrategia de mitigación importante para reducir las colisiones de aves con aerogeneradores, en particular a lo largo de las principales rutas migratorias», dice la Comisión, que añade que esas prácticas se están automatizando cada vez más con «radares, cámaras, transmisores GPS, geovallado e inteligencia artificial».",neutral
"Solo como dato, Vergara precisó que tras el estallido social, la demanda por servicios especializados en materia de conflictos se ha duplicado año tras año.",positivo
"Entre ellas mencionan la mediación, el arbitraje y fórmulas de acuerdo temprano, dejando la judicialización como última instancia.",neutral
"Sin embargo, el crecimiento delparque motociclista viene acompañado de un riesgo cada vez másevidente.",negativo
"Este incremento supera elcrecimiento general de la siniestralidad vial en el país”,señala Sandra Milena Rodríguez Abdel Kader, Gerente de NegocioPersonas y Familias en Aseguradora Solidaria de Colombia.",negativo
"De acuerdo con la Cámara de la Industriade Motocicletas de la ANDI y Fenalco, el sector cerró 2025 con másde 1,1 millones de motocicletas nuevas matriculadas.",positivo
"Solo endiciembre se matricularon 112.310 unidades, con un crecimientoacumulado del 34,94% frente a 2024, confirmando una expansiónsostenida.",positivo
Ese crecimiento se da en paralelo a unamayor exposición al riesgo.,negativo
El plan Élite incluye adicionalesdiferenciales como reposición 0 km por pérdida total yreconocimiento por valor carátula cuando el vehículo ha sidomatriculado en el último año.,positivo
"“El Soat cubre la atención médica delas víctimas, pero no protege el patrimonio del motociclista frentea daños materiales, pérdida total o una responsabilidad civilamplia.",neutral
"«El Gobierno expresa su más sincero pésame a los familiares, amigos, compañeros de partido y a todas las personas afectadas por esta pérdida.",neutral
"Caricom lamenta la pérdidaPor su parte, la Comunidad del Caribe (Caricom) expresó sus condolencias y afirmó que Santokhi que ocupó el cargo de presidente de la organización caribeña entre julio y diciembre de 2022, representó a su país con distinción en la cuadragésimo tercera conferencia de Jefes de Gobierno de Caricom que se celebró en Paramaribo.",neutral
"La economía y la bolsa no saldrán ilesos de la guerra en Irán (aunque sea corta)La guerra emprendida por EEUU e Israel ha cerrado el estrecho de Ormuz, teñido de rojo los principales parqués y amenaza con impactar en la economía ante el repunte de la inflaciónLos banqueros de los ricos tienen claro, de manera casi unánime, el escenario al que dan mayor probabilidad en la guerra de Estados Unidos e Israel en Irán.",negativo
"Así, abogan por una duración corta del conflicto, con un desenlace antes del final del primer semestre, pero que golpeará a la economía y las bolsas por el impacto de la inflación como consecuencia del repunte del precio del petróleo y el gas natural, entre otros.",negativo
"Pese a que se decantan por un conflicto corto, sí abogan (indirectamente) por un golpe en la economía y las bolsas, dado el deterioro significativo que han sufrido tanto las perspectivas sobre la renta variable como la visión sobre la marcha de la economía respecto a la Encuesta de Sentimiento del mes anterior.",negativo
"El motivo de esta visión más pesimista obedece, principalmente, al conflicto bélico al repuntar con fuerza uno de los grandes riesgos para los gestores: que persista una inflación desbocada, que se sitúa como el segundo mayor temor tras el de nuevos problemas geopolíticos y bélicos.",negativo
"Un temor de la inflación que ha provocado que una posible subida de los tipos de interés comience a estar encima de la mesa, puesto que nueve gestores han señalado un cambio en sus previsiones sobre el devenir de la política monetaria; ninguno lo ha hecho en el caso de la Reserva Federal estadounidense, pero sí esperan subidas por parte del BCE, aunque la mayoría (16) no ha cambiado sus expectativas respecto al mes anterior.",negativo
"El impacto también ha sido notable en sus perspectivas sobre las bolsas, sobre todo en la española y la europea.",negativo
"Son más optimistas con la renta variable de Estados Unidos (6 sobre 10) que respecto al Ibex 35 (5,59) o Europa (5,48), cuando en febrero les aventajaban en casi un punto.",neutral
"con un 8,5 % en liquidez y un 6,76 % en alternativos, mientras que en febrero lo aconsejado era contar con 47,6 % en bolsa, 40,5 % en deuda, 6,4 % en alternativos y un 5 % a la espera de oportunidades.",neutral
"Más allá de este último avance, los achaques del conflicto le significaron al IPSA una caída de 2,2% a nivel mensual, y de 7,5% si se ajusta en base a la profunda depreciación que sufrió el peso chileno.",negativo
"Bolsas internacionalesSobre todo Wall Street repuntó enérgicamente desde sus mínimos: el Nasdaq avanzó 3,8%, el S&P 500 ganó 2,9% y el Dow Jones creció 2,5%, para los tres, fue su mayor alza diaria desde mayo.",positivo
"El saldo mensual, por otro lado, fue una caída de alrededor de 5%.",negativo
"Coincidiendo con estas fechas, la enseña pone en valor su origen y su capacidad ""para trasladar el espíritu social, festivo y accesible de la Feria de Abril a sus restaurantes, convertidos en puntos de encuentro donde compartir gastronomía y experiencia"".",neutral
Esta implantación en localizaciones premium y de gran visibilidad permite a la enseña consolidar su posicionamiento en el país como uno de los mercados prioritarios para su crecimiento internacional.,positivo
